Local time,Open,High,Low,Close,Volume
30.10.2024 17:30:00.000 GMT+0530,1.08244,1.08297,1.08081,1.08142,22954.3105
30.10.2024 18:30:00.000 GMT+0530,1.08142,1.08445,1.08115,1.08437,20174.9492
30.10.2024 19:30:00.000 GMT+0530,1.08439,1.08579,1.08424,1.08491,27328.8594
30.10.2024 20:30:00.000 GMT+0530,1.08491,1.08670,1.08419,1.08638,18075.5703
30.10.2024 21:30:00.000 GMT+0530,1.08638,1.08659,1.08571,1.08614,11901.6904
30.10.2024 22:30:00.000 GMT+0530,1.08611,1.08689,1.08539,1.08662,9753.3896
30.10.2024 23:30:00.000 GMT+0530,1.08663,1.08714,1.08652,1.08695,5840.6201
31.10.2024 00:30:00.000 GMT+0530,1.08694,1.08694,1.08565,1.08606,10749.8701
31.10.2024 01:30:00.000 GMT+0530,1.08607,1.08620,1.08556,1.08566,11509.7695
31.10.2024 02:30:00.000 GMT+0530,1.08566,1.08608,1.08563,1.08603,2331.79
31.10.2024 03:30:00.000 GMT+0530,1.08603,1.08603,1.08548,1.08588,2802.9099
31.10.2024 04:30:00.000 GMT+0530,1.08588,1.08604,1.08581,1.08584,2019.0699
31.10.2024 05:30:00.000 GMT+0530,1.08584,1.08595,1.08531,1.08535,5331.02
31.10.2024 06:30:00.000 GMT+0530,1.08535,1.08583,1.08444,1.08449,6408.5498
31.10.2024 07:30:00.000 GMT+0530,1.08448,1.08514,1.08445,1.08492,6933.4702
31.10.2024 08:30:00.000 GMT+0530,1.08493,1.08536,1.08488,1.08500,4747.1299
31.10.2024 09:30:00.000 GMT+0530,1.08500,1.08500,1.08452,1.08480,9806.4697
31.10.2024 10:30:00.000 GMT+0530,1.08478,1.08522,1.08468,1.08515,6142.3501
31.10.2024 11:30:00.000 GMT+0530,1.08515,1.08560,1.08482,1.08520,8025.3398
31.10.2024 12:30:00.000 GMT+0530,1.08520,1.08639,1.08479,1.08590,10977.2598
31.10.2024 13:30:00.000 GMT+0530,1.08591,1.08611,1.08513,1.08565,13667.5498
31.10.2024 14:30:00.000 GMT+0530,1.08565,1.08676,1.08545,1.08668,11167.4502
31.10.2024 15:30:00.000 GMT+0530,1.08667,1.08754,1.08649,1.08672,10370.2402
31.10.2024 16:30:00.000 GMT+0530,1.08671,1.08701,1.08592,1.08683,8825.5703
31.10.2024 17:30:00.000 GMT+0530,1.08683,1.08869,1.08645,1.08800,33063.6992
31.10.2024 18:30:00.000 GMT+0530,1.08799,1.08883,1.08560,1.08596,24278.5898
31.10.2024 19:30:00.000 GMT+0530,1.08597,1.08769,1.08517,1.08657,25961.4297
31.10.2024 20:30:00.000 GMT+0530,1.08656,1.08656,1.08463,1.08556,28933.7793
31.10.2024 21:30:00.000 GMT+0530,1.08555,1.08631,1.08537,1.08583,17273.8809
31.10.2024 22:30:00.000 GMT+0530,1.08583,1.08645,1.08556,1.08617,9509.8398
31.10.2024 23:30:00.000 GMT+0530,1.08617,1.08732,1.08608,1.08705,11241.7695
01.11.2024 00:30:00.000 GMT+0530,1.08706,1.08784,1.08681,1.08775,8516.4102
01.11.2024 01:30:00.000 GMT+0530,1.08776,1.08853,1.08773,1.08839,7167.96
01.11.2024 02:30:00.000 GMT+0530,1.08843,1.08865,1.08828,1.08832,832.5
01.11.2024 03:30:00.000 GMT+0530,1.08837,1.08866,1.08818,1.08863,3016.1899
01.11.2024 04:30:00.000 GMT+0530,1.08863,1.08868,1.08836,1.08841,4798.52
01.11.2024 05:30:00.000 GMT+0530,1.08841,1.08876,1.08806,1.08869,5927.98
01.11.2024 06:30:00.000 GMT+0530,1.08868,1.08888,1.08787,1.08801,8469.21
01.11.2024 07:30:00.000 GMT+0530,1.08801,1.08814,1.08766,1.08785,7613.2002
01.11.2024 08:30:00.000 GMT+0530,1.08785,1.08792,1.08753,1.08765,7856.3398
01.11.2024 09:30:00.000 GMT+0530,1.08765,1.08791,1.08760,1.08773,9362.4697
01.11.2024 10:30:00.000 GMT+0530,1.08773,1.08782,1.08710,1.08719,4822.8799
01.11.2024 11:30:00.000 GMT+0530,1.08718,1.08751,1.08711,1.08733,9718.8604
01.11.2024 12:30:00.000 GMT+0530,1.08732,1.08778,1.08681,1.08681,10757.5596
01.11.2024 13:30:00.000 GMT+0530,1.08682,1.08683,1.08574,1.08625,12056.9004
01.11.2024 14:30:00.000 GMT+0530,1.08624,1.08685,1.08582,1.08585,7380.5298
01.11.2024 15:30:00.000 GMT+0530,1.08585,1.08612,1.08525,1.08608,7378.75
01.11.2024 16:30:00.000 GMT+0530,1.08608,1.08695,1.08590,1.08681,7410.0698
01.11.2024 17:30:00.000 GMT+0530,1.08682,1.09059,1.08632,1.08865,28855.9492
01.11.2024 18:30:00.000 GMT+0530,1.08865,1.08898,1.08656,1.08697,29310.2695
01.11.2024 19:30:00.000 GMT+0530,1.08699,1.08751,1.08500,1.08545,26680.7891
01.11.2024 20:30:00.000 GMT+0530,1.08545,1.08587,1.08474,1.08486,15584.5703
01.11.2024 21:30:00.000 GMT+0530,1.08486,1.08545,1.08465,1.08527,8951.96
01.11.2024 22:30:00.000 GMT+0530,1.08526,1.08531,1.08342,1.08363,8550.79
01.11.2024 23:30:00.000 GMT+0530,1.08362,1.08457,1.08361,1.08394,7525.5898
02.11.2024 00:30:00.000 GMT+0530,1.08390,1.08418,1.08346,1.08360,5632.5801
02.11.2024 01:30:00.000 GMT+0530,1.08360,1.08372,1.08320,1.08347,8918.96
04.11.2024 03:30:00.000 GMT+0530,1.08779,1.08839,1.08762,1.08822,1269.26
04.11.2024 04:30:00.000 GMT+0530,1.08822,1.08823,1.08729,1.08730,5312.6201
04.11.2024 05:30:00.000 GMT+0530,1.08730,1.08794,1.08701,1.08773,5557.5898
04.11.2024 06:30:00.000 GMT+0530,1.08773,1.08916,1.08769,1.08885,8601.79
04.11.2024 07:30:00.000 GMT+0530,1.08884,1.08944,1.08850,1.08943,6446.4399
04.11.2024 08:30:00.000 GMT+0530,1.08945,1.09050,1.08944,1.09017,10596.71
04.11.2024 09:30:00.000 GMT+0530,1.09016,1.09031,1.08969,1.08977,5599.04
04.11.2024 10:30:00.000 GMT+0530,1.08977,1.09002,1.08944,1.08991,12320.2402
04.11.2024 11:30:00.000 GMT+0530,1.08992,1.09021,1.08914,1.08917,9471.6396
04.11.2024 12:30:00.000 GMT+0530,1.08918,1.08958,1.08872,1.08914,12357.1602
04.11.2024 13:30:00.000 GMT+0530,1.08915,1.09009,1.08894,1.08931,9574.1504
04.11.2024 14:30:00.000 GMT+0530,1.08931,1.09023,1.08913,1.08964,6423.3999
04.11.2024 15:30:00.000 GMT+0530,1.08963,1.09030,1.08939,1.09018,5559.7402
04.11.2024 16:30:00.000 GMT+0530,1.09017,1.09141,1.08999,1.09136,6372.5898
04.11.2024 17:30:00.000 GMT+0530,1.09135,1.09148,1.09018,1.09047,5682.75
04.11.2024 18:30:00.000 GMT+0530,1.09048,1.09093,1.08935,1.09054,12356.2695
04.11.2024 19:30:00.000 GMT+0530,1.09052,1.09099,1.08957,1.09001,10466.1396
04.11.2024 20:30:00.000 GMT+0530,1.09001,1.09084,1.08961,1.08993,13051.3896
04.11.2024 21:30:00.000 GMT+0530,1.08993,1.09011,1.08804,1.08842,10204.3896
04.11.2024 22:30:00.000 GMT+0530,1.08842,1.08940,1.08801,1.08888,7925.98
04.11.2024 23:30:00.000 GMT+0530,1.08889,1.08894,1.08783,1.08853,7172.73
05.11.2024 00:30:00.000 GMT+0530,1.08854,1.08858,1.08779,1.08791,6413.9102
05.11.2024 01:30:00.000 GMT+0530,1.08790,1.08816,1.08756,1.08758,6028.6699
05.11.2024 02:30:00.000 GMT+0530,1.08757,1.08796,1.08740,1.08796,3784.3701
05.11.2024 03:30:00.000 GMT+0530,1.08796,1.08806,1.08776,1.08795,456.59
05.11.2024 04:30:00.000 GMT+0530,1.08796,1.08796,1.08737,1.08739,1990.5
05.11.2024 05:30:00.000 GMT+0530,1.08739,1.08767,1.08727,1.08760,3781.6201
05.11.2024 06:30:00.000 GMT+0530,1.08758,1.08783,1.08732,1.08778,6452.6802
05.11.2024 07:30:00.000 GMT+0530,1.08778,1.08800,1.08756,1.08775,5336.79
05.11.2024 08:30:00.000 GMT+0530,1.08774,1.08799,1.08754,1.08759,3497.25
05.11.2024 09:30:00.000 GMT+0530,1.08758,1.08786,1.08745,1.08755,5157.9502
05.11.2024 10:30:00.000 GMT+0530,1.08753,1.08801,1.08751,1.08788,4044.9299
05.11.2024 11:30:00.000 GMT+0530,1.08788,1.08824,1.08771,1.08810,3979.9199
05.11.2024 12:30:00.000 GMT+0530,1.08810,1.08909,1.08810,1.08889,5420.6499
05.11.2024 13:30:00.000 GMT+0530,1.08890,1.08944,1.08845,1.08920,6421.6401
05.11.2024 14:30:00.000 GMT+0530,1.08919,1.08978,1.08903,1.08920,5974.25
05.11.2024 15:30:00.000 GMT+0530,1.08921,1.08947,1.08911,1.08940,5119.1899
05.11.2024 16:30:00.000 GMT+0530,1.08941,1.09020,1.08929,1.08995,4838.2002
05.11.2024 17:30:00.000 GMT+0530,1.08996,1.09016,1.08942,1.08959,4368.7998
05.11.2024 18:30:00.000 GMT+0530,1.08959,1.08987,1.08897,1.08929,8635.0801
05.11.2024 19:30:00.000 GMT+0530,1.08928,1.09113,1.08926,1.09073,11371.54
05.11.2024 20:30:00.000 GMT+0530,1.09075,1.09124,1.08906,1.09021,20396.7402
05.11.2024 21:30:00.000 GMT+0530,1.09022,1.09207,1.09013,1.09201,10233.04
05.11.2024 22:30:00.000 GMT+0530,1.09201,1.09305,1.09184,1.09304,6439.1401
05.11.2024 23:30:00.000 GMT+0530,1.09304,1.09366,1.09291,1.09305,6886.73
06.11.2024 00:30:00.000 GMT+0530,1.09306,1.09343,1.09272,1.09313,5311.8599
06.11.2024 01:30:00.000 GMT+0530,1.09313,1.09314,1.09243,1.09253,6157.2402
06.11.2024 02:30:00.000 GMT+0530,1.09253,1.09302,1.09243,1.09300,4236.0898
06.11.2024 03:30:00.000 GMT+0530,1.09322,1.09322,1.09268,1.09275,2054.77
06.11.2024 04:30:00.000 GMT+0530,1.09275,1.09376,1.09121,1.09343,13081.5
06.11.2024 05:30:00.000 GMT+0530,1.09342,1.09343,1.08323,1.08368,50797.9609
06.11.2024 06:30:00.000 GMT+0530,1.08368,1.08575,1.08218,1.08368,46772.8281
06.11.2024 07:30:00.000 GMT+0530,1.08368,1.08396,1.07622,1.07631,47389.1992
06.11.2024 08:30:00.000 GMT+0530,1.07632,1.07799,1.07192,1.07470,49637.1016
06.11.2024 09:30:00.000 GMT+0530,1.07467,1.07886,1.07399,1.07780,38552.8281
06.11.2024 10:30:00.000 GMT+0530,1.07780,1.07949,1.07503,1.07605,45775.0313
06.11.2024 11:30:00.000 GMT+0530,1.07605,1.07619,1.07031,1.07256,40322.1914
06.11.2024 12:30:00.000 GMT+0530,1.07260,1.07527,1.07260,1.07346,48563.6211
06.11.2024 13:30:00.000 GMT+0530,1.07343,1.07817,1.07321,1.07735,42940.8398
06.11.2024 14:30:00.000 GMT+0530,1.07734,1.07742,1.07503,1.07554,26687.6191
06.11.2024 15:30:00.000 GMT+0530,1.07553,1.07620,1.07419,1.07466,20984.4199
06.11.2024 16:30:00.000 GMT+0530,1.07466,1.07469,1.07014,1.07084,27460.0898
06.11.2024 17:30:00.000 GMT+0530,1.07084,1.07190,1.06827,1.06888,34774.3008
06.11.2024 18:30:00.000 GMT+0530,1.06886,1.07196,1.06827,1.07102,34348.0781
06.11.2024 19:30:00.000 GMT+0530,1.07098,1.07201,1.06986,1.07158,27286.5195
06.11.2024 20:30:00.000 GMT+0530,1.07158,1.07398,1.07143,1.07386,42603.2891
06.11.2024 21:30:00.000 GMT+0530,1.07384,1.07454,1.07261,1.07316,21758.8398
06.11.2024 22:30:00.000 GMT+0530,1.07315,1.07448,1.07258,1.07275,16138.0195
06.11.2024 23:30:00.000 GMT+0530,1.07276,1.07584,1.07263,1.07532,20948.8594
07.11.2024 00:30:00.000 GMT+0530,1.07532,1.07535,1.07300,1.07354,16324.75
07.11.2024 01:30:00.000 GMT+0530,1.07354,1.07386,1.07329,1.07356,11055.1904
07.11.2024 02:30:00.000 GMT+0530,1.07354,1.07361,1.07286,1.07299,8430.9697
07.11.2024 03:30:00.000 GMT+0530,1.07321,1.07347,1.07268,1.07308,1896.6
07.11.2024 04:30:00.000 GMT+0530,1.07307,1.07347,1.07300,1.07317,1895.04
07.11.2024 05:30:00.000 GMT+0530,1.07318,1.07373,1.07208,1.07212,5764.4102
07.11.2024 06:30:00.000 GMT+0530,1.07211,1.07288,1.07130,1.07178,11074.5498
07.11.2024 07:30:00.000 GMT+0530,1.07179,1.07371,1.07177,1.07368,13178.7197
07.11.2024 08:30:00.000 GMT+0530,1.07369,1.07415,1.07322,1.07401,9518.1797
07.11.2024 09:30:00.000 GMT+0530,1.07400,1.07457,1.07344,1.07380,4591.96
07.11.2024 10:30:00.000 GMT+0530,1.07380,1.07480,1.07376,1.07464,5438.6201
07.11.2024 11:30:00.000 GMT+0530,1.07464,1.07507,1.07412,1.07501,9508.8896
07.11.2024 12:30:00.000 GMT+0530,1.07477,1.07702,1.07453,1.07522,19769.7207
07.11.2024 13:30:00.000 GMT+0530,1.07523,1.07718,1.07494,1.07691,23689.9492
07.11.2024 14:30:00.000 GMT+0530,1.07688,1.07692,1.07462,1.07466,14406.7803
07.11.2024 15:30:00.000 GMT+0530,1.07467,1.07668,1.07467,1.07563,17253.5508
07.11.2024 16:30:00.000 GMT+0530,1.07562,1.07625,1.07524,1.07592,9447
07.11.2024 17:30:00.000 GMT+0530,1.07592,1.07782,1.07568,1.07754,23980.1406
07.11.2024 18:30:00.000 GMT+0530,1.07754,1.07949,1.07737,1.07926,31628.1309
07.11.2024 19:30:00.000 GMT+0530,1.07926,1.08170,1.07814,1.08095,24788.3691
07.11.2024 20:30:00.000 GMT+0530,1.08093,1.08249,1.08052,1.08111,22894.9707
07.11.2024 21:30:00.000 GMT+0530,1.08111,1.08151,1.07847,1.07916,19270.1895
07.11.2024 22:30:00.000 GMT+0530,1.07913,1.08065,1.07875,1.08049,15081.4297
07.11.2024 23:30:00.000 GMT+0530,1.08049,1.08069,1.07929,1.07989,8085.9302
08.11.2024 00:30:00.000 GMT+0530,1.07989,1.08041,1.07672,1.07821,41374.1484
08.11.2024 01:30:00.000 GMT+0530,1.07821,1.08097,1.07803,1.08027,26229.1699
08.11.2024 02:30:00.000 GMT+0530,1.08024,1.08050,1.07995,1.08046,3288.1001
08.11.2024 03:30:00.000 GMT+0530,1.08050,1.08083,1.08031,1.08050,1417.76
08.11.2024 04:30:00.000 GMT+0530,1.08050,1.08053,1.07943,1.07957,2807.22
08.11.2024 05:30:00.000 GMT+0530,1.07955,1.07976,1.07886,1.07907,7669.6899
08.11.2024 06:30:00.000 GMT+0530,1.07907,1.07916,1.07793,1.07870,9492.9697
08.11.2024 07:30:00.000 GMT+0530,1.07871,1.07900,1.07799,1.07812,9996.6504
08.11.2024 08:30:00.000 GMT+0530,1.07811,1.07891,1.07772,1.07782,9848.0801
08.11.2024 09:30:00.000 GMT+0530,1.07783,1.07840,1.07767,1.07831,6669.6602
08.11.2024 10:30:00.000 GMT+0530,1.07832,1.07866,1.07801,1.07820,8430.5703
08.11.2024 11:30:00.000 GMT+0530,1.07820,1.07839,1.07729,1.07775,7555.98
08.11.2024 12:30:00.000 GMT+0530,1.07776,1.07839,1.07753,1.07799,15425.1396
08.11.2024 13:30:00.000 GMT+0530,1.07798,1.07828,1.07612,1.07791,28853.9395
08.11.2024 14:30:00.000 GMT+0530,1.07790,1.07894,1.07723,1.07792,22352.5195
08.11.2024 15:30:00.000 GMT+0530,1.07793,1.07798,1.07674,1.07788,11281.8398
08.11.2024 16:30:00.000 GMT+0530,1.07788,1.07975,1.07788,1.07832,10469.3496
08.11.2024 17:30:00.000 GMT+0530,1.07832,1.07845,1.07669,1.07721,13249.5596
08.11.2024 18:30:00.000 GMT+0530,1.07721,1.07728,1.07446,1.07531,21379.9102
08.11.2024 19:30:00.000 GMT+0530,1.07531,1.07658,1.07496,1.07519,20459.6992
08.11.2024 20:30:00.000 GMT+0530,1.07518,1.07524,1.07403,1.07485,28894.7109
08.11.2024 21:30:00.000 GMT+0530,1.07484,1.07505,1.07094,1.07098,22093.0195
08.11.2024 22:30:00.000 GMT+0530,1.07098,1.07135,1.06870,1.07093,24028.7891
08.11.2024 23:30:00.000 GMT+0530,1.07093,1.07189,1.07000,1.07068,13579.29
09.11.2024 00:30:00.000 GMT+0530,1.07067,1.07156,1.07056,1.07139,13032.7695
09.11.2024 01:30:00.000 GMT+0530,1.07138,1.07198,1.07106,1.07178,8294.6201
09.11.2024 02:30:00.000 GMT+0530,1.07178,1.07218,1.07176,1.07210,3933.23
11.11.2024 03:30:00.000 GMT+0530,1.07146,1.07149,1.07091,1.07107,2723.24
11.11.2024 04:30:00.000 GMT+0530,1.07105,1.07172,1.07093,1.07134,3219.98
11.11.2024 05:30:00.000 GMT+0530,1.07132,1.07189,1.07088,1.07170,7443.5898
11.11.2024 06:30:00.000 GMT+0530,1.07169,1.07280,1.07160,1.07205,18106.0703
11.11.2024 07:30:00.000 GMT+0530,1.07205,1.07254,1.07197,1.07230,9072.04
11.11.2024 08:30:00.000 GMT+0530,1.07231,1.07272,1.07154,1.07170,4979.7202
11.11.2024 09:30:00.000 GMT+0530,1.07169,1.07170,1.07080,1.07141,4570.3799
11.11.2024 10:30:00.000 GMT+0530,1.07142,1.07189,1.07115,1.07177,5760.1602
11.11.2024 11:30:00.000 GMT+0530,1.07177,1.07215,1.07126,1.07210,5647.7798
11.11.2024 12:30:00.000 GMT+0530,1.07209,1.07222,1.06859,1.06902,14224.4199
11.11.2024 13:30:00.000 GMT+0530,1.06903,1.06945,1.06788,1.06874,17006.5195
11.11.2024 14:30:00.000 GMT+0530,1.06875,1.06899,1.06681,1.06817,12491.2197
11.11.2024 15:30:00.000 GMT+0530,1.06817,1.06887,1.06711,1.06722,12767.5898
11.11.2024 16:30:00.000 GMT+0530,1.06721,1.06721,1.06558,1.06627,12279.3896
11.11.2024 17:30:00.000 GMT+0530,1.06629,1.06648,1.06523,1.06526,9586.6396
11.11.2024 18:30:00.000 GMT+0530,1.06525,1.06554,1.06367,1.06482,14430.0303
11.11.2024 19:30:00.000 GMT+0530,1.06482,1.06577,1.06287,1.06428,17684.9395
11.11.2024 20:30:00.000 GMT+0530,1.06429,1.06507,1.06365,1.06474,14942.0195
11.11.2024 21:30:00.000 GMT+0530,1.06474,1.06544,1.06450,1.06520,10365.7695
11.11.2024 22:30:00.000 GMT+0530,1.06519,1.06564,1.06452,1.06492,7412.6802
11.11.2024 23:30:00.000 GMT+0530,1.06492,1.06519,1.06461,1.06505,5208.48
12.11.2024 00:30:00.000 GMT+0530,1.06504,1.06574,1.06494,1.06512,4620.6499
12.11.2024 01:30:00.000 GMT+0530,1.06513,1.06564,1.06513,1.06558,5085.02
12.11.2024 02:30:00.000 GMT+0530,1.06558,1.06579,1.06555,1.06561,3362.3999
12.11.2024 03:30:00.000 GMT+0530,1.06561,1.06590,1.06546,1.06570,1082.41
12.11.2024 04:30:00.000 GMT+0530,1.06571,1.06633,1.06541,1.06633,2393.49
12.11.2024 05:30:00.000 GMT+0530,1.06632,1.06633,1.06545,1.06580,5919.9199
12.11.2024 06:30:00.000 GMT+0530,1.06584,1.06600,1.06479,1.06483,8426.9697
12.11.2024 07:30:00.000 GMT+0530,1.06483,1.06521,1.06422,1.06436,11663.8896
12.11.2024 08:30:00.000 GMT+0530,1.06435,1.06496,1.06382,1.06385,7397.52
12.11.2024 09:30:00.000 GMT+0530,1.06384,1.06459,1.06382,1.06443,6417.48
12.11.2024 10:30:00.000 GMT+0530,1.06444,1.06458,1.06396,1.06401,7375.6802
12.11.2024 11:30:00.000 GMT+0530,1.06399,1.06399,1.06297,1.06346,8595.25
12.11.2024 12:30:00.000 GMT+0530,1.06344,1.06373,1.06215,1.06322,14500.54
12.11.2024 13:30:00.000 GMT+0530,1.06322,1.06344,1.06172,1.06319,16579.0898
12.11.2024 14:30:00.000 GMT+0530,1.06318,1.06324,1.06167,1.06266,16003.3701
12.11.2024 15:30:00.000 GMT+0530,1.06264,1.06264,1.06114,1.06181,14772.04
12.11.2024 16:30:00.000 GMT+0530,1.06180,1.06299,1.06177,1.06190,13193.96
12.11.2024 17:30:00.000 GMT+0530,1.06191,1.06216,1.06066,1.06199,14404.0498
12.11.2024 18:30:00.000 GMT+0530,1.06200,1.06274,1.06145,1.06231,16404.6895
12.11.2024 19:30:00.000 GMT+0530,1.06231,1.06262,1.06139,1.06177,19077.8496
12.11.2024 20:30:00.000 GMT+0530,1.06177,1.06180,1.06020,1.06091,20089.6895
12.11.2024 21:30:00.000 GMT+0530,1.06091,1.06159,1.05961,1.05982,18417.8691
12.11.2024 22:30:00.000 GMT+0530,1.05981,1.06084,1.05953,1.06069,17370.3301
12.11.2024 23:30:00.000 GMT+0530,1.06070,1.06173,1.06066,1.06163,13423.9102
13.11.2024 00:30:00.000 GMT+0530,1.06161,1.06187,1.06125,1.06126,6933.54
13.11.2024 01:30:00.000 GMT+0530,1.06125,1.06238,1.06095,1.06224,8586.46
13.11.2024 02:30:00.000 GMT+0530,1.06224,1.06269,1.06224,1.06240,4178.6001
13.11.2024 03:30:00.000 GMT+0530,1.06253,1.06265,1.06196,1.06213,2052.2
13.11.2024 04:30:00.000 GMT+0530,1.06211,1.06221,1.06141,1.06167,2631.6399
13.11.2024 05:30:00.000 GMT+0530,1.06168,1.06173,1.06112,1.06129,4111.6299
13.11.2024 06:30:00.000 GMT+0530,1.06128,1.06293,1.06122,1.06280,11329.1201
13.11.2024 07:30:00.000 GMT+0530,1.06281,1.06296,1.06217,1.06262,6260.71
13.11.2024 08:30:00.000 GMT+0530,1.06263,1.06283,1.06180,1.06192,3794.29
13.11.2024 09:30:00.000 GMT+0530,1.06192,1.06227,1.06178,1.06180,4031.1499
13.11.2024 10:30:00.000 GMT+0530,1.06180,1.06187,1.06096,1.06132,7640.8501
13.11.2024 11:30:00.000 GMT+0530,1.06133,1.06171,1.06077,1.06137,6114.1602
13.11.2024 12:30:00.000 GMT+0530,1.06136,1.06146,1.06027,1.06031,5849
13.11.2024 13:30:00.000 GMT+0530,1.06031,1.06133,1.05935,1.06123,13854.4404
13.11.2024 14:30:00.000 GMT+0530,1.06122,1.06300,1.06082,1.06271,16695.4297
13.11.2024 15:30:00.000 GMT+0530,1.06270,1.06285,1.06119,1.06151,10396.3799
13.11.2024 16:30:00.000 GMT+0530,1.06151,1.06383,1.06103,1.06377,15827.1201
13.11.2024 17:30:00.000 GMT+0530,1.06378,1.06436,1.06245,1.06315,10961.3604
13.11.2024 18:30:00.000 GMT+0530,1.06314,1.06541,1.06241,1.06367,40263.3789
13.11.2024 19:30:00.000 GMT+0530,1.06368,1.06381,1.05765,1.05856,42230.0117
13.11.2024 20:30:00.000 GMT+0530,1.05857,1.05939,1.05560,1.05888,50673.3008
13.11.2024 21:30:00.000 GMT+0530,1.05888,1.05922,1.05625,1.05664,25854.5195
13.11.2024 22:30:00.000 GMT+0530,1.05665,1.05777,1.05617,1.05691,15583.0098
13.11.2024 23:30:00.000 GMT+0530,1.05692,1.05697,1.05565,1.05590,16339.5195
14.11.2024 00:30:00.000 GMT+0530,1.05591,1.05760,1.05568,1.05656,18525.1992
14.11.2024 01:30:00.000 GMT+0530,1.05657,1.05690,1.05590,1.05622,8876.25
14.11.2024 02:30:00.000 GMT+0530,1.05621,1.05671,1.05621,1.05644,4161.75
14.11.2024 03:30:00.000 GMT+0530,1.05644,1.05667,1.05585,1.05633,2080.3799
14.11.2024 04:30:00.000 GMT+0530,1.05634,1.05661,1.05616,1.05660,3175.27
14.11.2024 05:30:00.000 GMT+0530,1.05660,1.05688,1.05628,1.05655,5806.1401
14.11.2024 06:30:00.000 GMT+0530,1.05654,1.05654,1.05513,1.05563,8684.7305
14.11.2024 07:30:00.000 GMT+0530,1.05562,1.05578,1.05475,1.05495,7271.1299
14.11.2024 08:30:00.000 GMT+0530,1.05494,1.05559,1.05457,1.05478,5830.1499
14.11.2024 09:30:00.000 GMT+0530,1.05478,1.05503,1.05453,1.05486,2534.73
14.11.2024 10:30:00.000 GMT+0530,1.05487,1.05487,1.05341,1.05473,9826.4297
14.11.2024 11:30:00.000 GMT+0530,1.05472,1.05545,1.05426,1.05452,8127.0098
14.11.2024 12:30:00.000 GMT+0530,1.05453,1.05550,1.05409,1.05516,13224.8301
14.11.2024 13:30:00.000 GMT+0530,1.05515,1.05583,1.05324,1.05363,16085.0098
14.11.2024 14:30:00.000 GMT+0530,1.05362,1.05421,1.05179,1.05208,15731.1504
14.11.2024 15:30:00.000 GMT+0530,1.05207,1.05211,1.05020,1.05115,17522.9395
14.11.2024 16:30:00.000 GMT+0530,1.05114,1.05341,1.04965,1.05291,20172.9297
14.11.2024 17:30:00.000 GMT+0530,1.05293,1.05453,1.05234,1.05361,15117.71
14.11.2024 18:30:00.000 GMT+0530,1.05359,1.05436,1.05138,1.05306,28998.9707
14.11.2024 19:30:00.000 GMT+0530,1.05305,1.05691,1.05297,1.05529,31152.7598
14.11.2024 20:30:00.000 GMT+0530,1.05529,1.05779,1.05529,1.05750,26606.0898
14.11.2024 21:30:00.000 GMT+0530,1.05749,1.05826,1.05606,1.05620,15793.0195
14.11.2024 22:30:00.000 GMT+0530,1.05619,1.05638,1.05552,1.05594,9731.9502
14.11.2024 23:30:00.000 GMT+0530,1.05595,1.05607,1.05462,1.05473,6971.98
15.11.2024 00:30:00.000 GMT+0530,1.05472,1.05519,1.05435,1.05480,11547.2803
15.11.2024 01:30:00.000 GMT+0530,1.05482,1.05491,1.05122,1.05205,38975.5195
15.11.2024 02:30:00.000 GMT+0530,1.05205,1.05308,1.05190,1.05308,9966.54
15.11.2024 03:30:00.000 GMT+0530,1.05307,1.05343,1.05280,1.05326,1653.46
15.11.2024 04:30:00.000 GMT+0530,1.05313,1.05327,1.05259,1.05298,3614.99
15.11.2024 05:30:00.000 GMT+0530,1.05297,1.05338,1.05238,1.05308,5933.02
15.11.2024 06:30:00.000 GMT+0530,1.05307,1.05418,1.05284,1.05321,11522.3701
15.11.2024 07:30:00.000 GMT+0530,1.05320,1.05429,1.05320,1.05413,10050.5801
15.11.2024 08:30:00.000 GMT+0530,1.05412,1.05462,1.05395,1.05404,8071.3999
15.11.2024 09:30:00.000 GMT+0530,1.05403,1.05461,1.05395,1.05427,6450.21
15.11.2024 10:30:00.000 GMT+0530,1.05427,1.05431,1.05394,1.05404,7447.9199
15.11.2024 11:30:00.000 GMT+0530,1.05403,1.05617,1.05339,1.05544,13722.7305
15.11.2024 12:30:00.000 GMT+0530,1.05542,1.05641,1.05511,1.05567,13489.7803
15.11.2024 13:30:00.000 GMT+0530,1.05567,1.05720,1.05524,1.05700,18104.3496
15.11.2024 14:30:00.000 GMT+0530,1.05700,1.05801,1.05607,1.05624,10726.8701
15.11.2024 15:30:00.000 GMT+0530,1.05623,1.05779,1.05588,1.05748,14356.3896
15.11.2024 16:30:00.000 GMT+0530,1.05747,1.05800,1.05707,1.05774,12258.6602
15.11.2024 17:30:00.000 GMT+0530,1.05773,1.05791,1.05642,1.05761,10506.7305
15.11.2024 18:30:00.000 GMT+0530,1.05761,1.05932,1.05542,1.05587,38595.1289
15.11.2024 19:30:00.000 GMT+0530,1.05585,1.05635,1.05234,1.05317,35481.1992
15.11.2024 20:30:00.000 GMT+0530,1.05319,1.05425,1.05249,1.05354,36250.1914
15.11.2024 21:30:00.000 GMT+0530,1.05354,1.05517,1.05333,1.05515,29009.3496
