Local time,Open,High,Low,Close,Volume
19.07.2024 19:30:00.000 GMT+0530,1.08816,1.08902,1.08794,1.08898,12505.2803
19.07.2024 20:30:00.000 GMT+0530,1.08898,1.08902,1.08837,1.08881,7233.5698
19.07.2024 21:30:00.000 GMT+0530,1.08883,1.08913,1.08842,1.08851,6461.7798
19.07.2024 22:30:00.000 GMT+0530,1.08851,1.08855,1.08809,1.08840,5777.75
19.07.2024 23:30:00.000 GMT+0530,1.08840,1.08848,1.08758,1.08789,7912.1499
20.07.2024 00:30:00.000 GMT+0530,1.08790,1.08824,1.08770,1.08794,6179.5298
20.07.2024 01:30:00.000 GMT+0530,1.08795,1.08862,1.08792,1.08860,4832.2402
22.07.2024 02:30:00.000 GMT+0530,1.08906,1.08910,1.08835,1.08867,947.63
22.07.2024 03:30:00.000 GMT+0530,1.08867,1.09002,1.08864,1.09000,2858.45
22.07.2024 04:30:00.000 GMT+0530,1.09001,1.09028,1.08986,1.08991,4419.3501
22.07.2024 05:30:00.000 GMT+0530,1.08990,1.09000,1.08926,1.08941,3180.4299
22.07.2024 06:30:00.000 GMT+0530,1.08940,1.08950,1.08849,1.08868,4067.9099
22.07.2024 07:30:00.000 GMT+0530,1.08867,1.08955,1.08849,1.08929,9692.9697
22.07.2024 08:30:00.000 GMT+0530,1.08927,1.08939,1.08909,1.08917,1859.35
22.07.2024 09:30:00.000 GMT+0530,1.08918,1.08928,1.08872,1.08876,1504.29
22.07.2024 10:30:00.000 GMT+0530,1.08875,1.08878,1.08827,1.08848,2423.0701
22.07.2024 11:30:00.000 GMT+0530,1.08846,1.08904,1.08790,1.08811,8158.29
22.07.2024 12:30:00.000 GMT+0530,1.08811,1.08882,1.08806,1.08874,14041.2197
22.07.2024 13:30:00.000 GMT+0530,1.08873,1.08927,1.08850,1.08883,11068.96
22.07.2024 14:30:00.000 GMT+0530,1.08883,1.08955,1.08872,1.08921,5696.1899
22.07.2024 15:30:00.000 GMT+0530,1.08920,1.08930,1.08855,1.08896,11778.8896
22.07.2024 16:30:00.000 GMT+0530,1.08897,1.08913,1.08840,1.08859,8288.1504
22.07.2024 17:30:00.000 GMT+0530,1.08859,1.08887,1.08753,1.08783,12822.0596
22.07.2024 18:30:00.000 GMT+0530,1.08782,1.08865,1.08756,1.08806,13336.9697
22.07.2024 19:30:00.000 GMT+0530,1.08806,1.08858,1.08732,1.08847,17495.3809
22.07.2024 20:30:00.000 GMT+0530,1.08848,1.08864,1.08768,1.08800,11833.3896
22.07.2024 21:30:00.000 GMT+0530,1.08800,1.08870,1.08789,1.08864,7912.6099
22.07.2024 22:30:00.000 GMT+0530,1.08865,1.08920,1.08865,1.08903,6302.6602
22.07.2024 23:30:00.000 GMT+0530,1.08904,1.08906,1.08879,1.08896,5826.6699
23.07.2024 00:30:00.000 GMT+0530,1.08897,1.08897,1.08859,1.08874,5116.46
23.07.2024 01:30:00.000 GMT+0530,1.08873,1.08921,1.08864,1.08917,3804.96
23.07.2024 02:30:00.000 GMT+0530,1.08921,1.08955,1.08882,1.08914,2920.1399
23.07.2024 03:30:00.000 GMT+0530,1.08909,1.08926,1.08909,1.08912,731.88
23.07.2024 04:30:00.000 GMT+0530,1.08913,1.08917,1.08891,1.08891,1434.3199
23.07.2024 05:30:00.000 GMT+0530,1.08890,1.08927,1.08873,1.08899,5109.0098
23.07.2024 06:30:00.000 GMT+0530,1.08900,1.08942,1.08876,1.08889,7346.4502
23.07.2024 07:30:00.000 GMT+0530,1.08888,1.08939,1.08885,1.08920,6476.7002
23.07.2024 08:30:00.000 GMT+0530,1.08921,1.08969,1.08921,1.08944,4567.54
23.07.2024 09:30:00.000 GMT+0530,1.08943,1.08950,1.08909,1.08910,2452.4199
23.07.2024 10:30:00.000 GMT+0530,1.08909,1.08915,1.08883,1.08903,2523.4099
23.07.2024 11:30:00.000 GMT+0530,1.08902,1.08905,1.08795,1.08850,7027.7002
23.07.2024 12:30:00.000 GMT+0530,1.08851,1.08888,1.08741,1.08764,13289.0703
23.07.2024 13:30:00.000 GMT+0530,1.08761,1.08825,1.08682,1.08779,17771.7793
23.07.2024 14:30:00.000 GMT+0530,1.08780,1.08785,1.08661,1.08674,11062.8398
23.07.2024 15:30:00.000 GMT+0530,1.08675,1.08691,1.08566,1.08617,15271.6396
23.07.2024 16:30:00.000 GMT+0530,1.08616,1.08686,1.08561,1.08571,7343.7202
23.07.2024 17:30:00.000 GMT+0530,1.08571,1.08637,1.08549,1.08561,14882.54
23.07.2024 18:30:00.000 GMT+0530,1.08561,1.08564,1.08460,1.08495,13806.4102
23.07.2024 19:30:00.000 GMT+0530,1.08495,1.08555,1.08441,1.08449,11635.2402
23.07.2024 20:30:00.000 GMT+0530,1.08448,1.08579,1.08448,1.08544,12067.96
23.07.2024 21:30:00.000 GMT+0530,1.08544,1.08580,1.08520,1.08535,5276.0298
23.07.2024 22:30:00.000 GMT+0530,1.08536,1.08566,1.08507,1.08533,6698.8901
23.07.2024 23:30:00.000 GMT+0530,1.08533,1.08556,1.08514,1.08524,3601.9099
24.07.2024 00:30:00.000 GMT+0530,1.08523,1.08526,1.08494,1.08510,3753.6699
24.07.2024 01:30:00.000 GMT+0530,1.08510,1.08565,1.08496,1.08542,2242.45
24.07.2024 02:30:00.000 GMT+0530,1.08542,1.08555,1.08541,1.08553,521.16
24.07.2024 03:30:00.000 GMT+0530,1.08546,1.08547,1.08497,1.08512,3007.99
24.07.2024 04:30:00.000 GMT+0530,1.08512,1.08522,1.08488,1.08498,2352.4099
24.07.2024 05:30:00.000 GMT+0530,1.08498,1.08504,1.08459,1.08469,3080.5601
24.07.2024 06:30:00.000 GMT+0530,1.08469,1.08504,1.08461,1.08485,7586.1299
24.07.2024 07:30:00.000 GMT+0530,1.08485,1.08485,1.08419,1.08431,3621.48
24.07.2024 08:30:00.000 GMT+0530,1.08431,1.08460,1.08428,1.08453,10567.8604
24.07.2024 09:30:00.000 GMT+0530,1.08454,1.08478,1.08435,1.08471,8065.2002
24.07.2024 10:30:00.000 GMT+0530,1.08471,1.08534,1.08467,1.08528,6065.3301
24.07.2024 11:30:00.000 GMT+0530,1.08527,1.08527,1.08427,1.08433,7966.2002
24.07.2024 12:30:00.000 GMT+0530,1.08431,1.08540,1.08258,1.08297,16525.4902
24.07.2024 13:30:00.000 GMT+0530,1.08296,1.08377,1.08259,1.08352,9904.0996
24.07.2024 14:30:00.000 GMT+0530,1.08353,1.08415,1.08325,1.08409,5262.6401
24.07.2024 15:30:00.000 GMT+0530,1.08408,1.08465,1.08402,1.08428,6272.4102
24.07.2024 16:30:00.000 GMT+0530,1.08428,1.08491,1.08387,1.08463,6011.6201
24.07.2024 17:30:00.000 GMT+0530,1.08465,1.08594,1.08458,1.08583,10088.9102
24.07.2024 18:30:00.000 GMT+0530,1.08584,1.08631,1.08517,1.08546,15548.2695
24.07.2024 19:30:00.000 GMT+0530,1.08544,1.08667,1.08507,1.08538,23426.0703
24.07.2024 20:30:00.000 GMT+0530,1.08540,1.08577,1.08517,1.08530,9612.6396
24.07.2024 21:30:00.000 GMT+0530,1.08530,1.08531,1.08476,1.08511,7055.8101
24.07.2024 22:30:00.000 GMT+0530,1.08512,1.08551,1.08460,1.08464,7344.1499
24.07.2024 23:30:00.000 GMT+0530,1.08464,1.08464,1.08369,1.08377,8533.7695
25.07.2024 00:30:00.000 GMT+0530,1.08376,1.08427,1.08361,1.08390,5549.96
25.07.2024 01:30:00.000 GMT+0530,1.08389,1.08403,1.08381,1.08400,2577.76
25.07.2024 02:30:00.000 GMT+0530,1.08409,1.08422,1.08399,1.08415,611.85
25.07.2024 03:30:00.000 GMT+0530,1.08413,1.08423,1.08381,1.08396,4532.1802
25.07.2024 04:30:00.000 GMT+0530,1.08397,1.08401,1.08377,1.08382,3773.71
25.07.2024 05:30:00.000 GMT+0530,1.08382,1.08414,1.08350,1.08396,12893.3398
25.07.2024 06:30:00.000 GMT+0530,1.08397,1.08429,1.08374,1.08382,22826.3906
25.07.2024 07:30:00.000 GMT+0530,1.08381,1.08417,1.08365,1.08396,16706.5098
25.07.2024 08:30:00.000 GMT+0530,1.08396,1.08441,1.08391,1.08428,10672.0703
25.07.2024 09:30:00.000 GMT+0530,1.08429,1.08436,1.08379,1.08402,4925.3501
25.07.2024 10:30:00.000 GMT+0530,1.08403,1.08457,1.08383,1.08453,13225.3896
25.07.2024 11:30:00.000 GMT+0530,1.08453,1.08453,1.08335,1.08349,8636.7998
25.07.2024 12:30:00.000 GMT+0530,1.08349,1.08533,1.08285,1.08496,20610.4492
25.07.2024 13:30:00.000 GMT+0530,1.08495,1.08579,1.08435,1.08462,16458.1699
25.07.2024 14:30:00.000 GMT+0530,1.08462,1.08561,1.08441,1.08517,20801.6309
25.07.2024 15:30:00.000 GMT+0530,1.08516,1.08590,1.08482,1.08515,17106.7695
25.07.2024 16:30:00.000 GMT+0530,1.08515,1.08538,1.08438,1.08458,8960.0898
25.07.2024 17:30:00.000 GMT+0530,1.08457,1.08554,1.08364,1.08500,33384.3008
25.07.2024 18:30:00.000 GMT+0530,1.08498,1.08509,1.08304,1.08393,20694.1191
25.07.2024 19:30:00.000 GMT+0530,1.08392,1.08571,1.08364,1.08549,20431.2891
25.07.2024 20:30:00.000 GMT+0530,1.08549,1.08649,1.08547,1.08601,12691.1602
25.07.2024 21:30:00.000 GMT+0530,1.08601,1.08636,1.08567,1.08622,11595.4697
25.07.2024 22:30:00.000 GMT+0530,1.08623,1.08701,1.08541,1.08545,7697.8398
25.07.2024 23:30:00.000 GMT+0530,1.08544,1.08550,1.08480,1.08480,7670.3101
26.07.2024 00:30:00.000 GMT+0530,1.08479,1.08539,1.08456,1.08460,8479.7305
26.07.2024 01:30:00.000 GMT+0530,1.08461,1.08465,1.08436,1.08455,3816.6699
26.07.2024 02:30:00.000 GMT+0530,1.08465,1.08475,1.08456,1.08467,811.59
26.07.2024 03:30:00.000 GMT+0530,1.08469,1.08487,1.08442,1.08473,2476.04
26.07.2024 04:30:00.000 GMT+0530,1.08473,1.08516,1.08472,1.08515,4558.0098
26.07.2024 05:30:00.000 GMT+0530,1.08516,1.08556,1.08516,1.08541,9831.0498
26.07.2024 06:30:00.000 GMT+0530,1.08540,1.08598,1.08521,1.08582,8489.1504
26.07.2024 07:30:00.000 GMT+0530,1.08582,1.08607,1.08548,1.08554,8645.8496
26.07.2024 08:30:00.000 GMT+0530,1.08554,1.08587,1.08543,1.08585,4590.3198
26.07.2024 09:30:00.000 GMT+0530,1.08585,1.08600,1.08570,1.08585,2295.2
26.07.2024 10:30:00.000 GMT+0530,1.08585,1.08608,1.08568,1.08574,4105.4102
26.07.2024 11:30:00.000 GMT+0530,1.08573,1.08573,1.08507,1.08526,5436.3799
26.07.2024 12:30:00.000 GMT+0530,1.08525,1.08557,1.08450,1.08495,10189.6299
26.07.2024 13:30:00.000 GMT+0530,1.08494,1.08531,1.08423,1.08517,7240.6802
26.07.2024 14:30:00.000 GMT+0530,1.08516,1.08568,1.08501,1.08541,5508.3901
26.07.2024 15:30:00.000 GMT+0530,1.08541,1.08588,1.08510,1.08563,7288.8799
26.07.2024 16:30:00.000 GMT+0530,1.08563,1.08615,1.08524,1.08612,6939.5698
26.07.2024 17:30:00.000 GMT+0530,1.08613,1.08656,1.08496,1.08607,17847.3594
26.07.2024 18:30:00.000 GMT+0530,1.08608,1.08674,1.08592,1.08656,16127.3604
26.07.2024 19:30:00.000 GMT+0530,1.08658,1.08684,1.08515,1.08560,28823.6797
26.07.2024 20:30:00.000 GMT+0530,1.08560,1.08603,1.08527,1.08580,8912.1602
26.07.2024 21:30:00.000 GMT+0530,1.08581,1.08670,1.08566,1.08655,5391.48
26.07.2024 22:30:00.000 GMT+0530,1.08654,1.08656,1.08581,1.08608,4177.4702
26.07.2024 23:30:00.000 GMT+0530,1.08608,1.08636,1.08563,1.08569,4839.9902
27.07.2024 00:30:00.000 GMT+0530,1.08569,1.08593,1.08555,1.08579,7054.1099
27.07.2024 01:30:00.000 GMT+0530,1.08577,1.08581,1.08552,1.08572,5272.4399
29.07.2024 02:30:00.000 GMT+0530,1.08583,1.08626,1.08572,1.08596,959.03
29.07.2024 03:30:00.000 GMT+0530,1.08572,1.08602,1.08559,1.08563,2492.3101
29.07.2024 04:30:00.000 GMT+0530,1.08564,1.08570,1.08530,1.08530,2765.6699
29.07.2024 05:30:00.000 GMT+0530,1.08527,1.08667,1.08510,1.08635,5203.5898
29.07.2024 06:30:00.000 GMT+0530,1.08637,1.08682,1.08609,1.08659,5445.1802
29.07.2024 07:30:00.000 GMT+0530,1.08659,1.08701,1.08645,1.08645,3669.6299
29.07.2024 08:30:00.000 GMT+0530,1.08645,1.08660,1.08618,1.08624,2459.46
29.07.2024 09:30:00.000 GMT+0530,1.08624,1.08641,1.08584,1.08592,3875.04
29.07.2024 10:30:00.000 GMT+0530,1.08592,1.08632,1.08576,1.08592,3376.3201
29.07.2024 11:30:00.000 GMT+0530,1.08592,1.08623,1.08551,1.08582,7227.8301
29.07.2024 12:30:00.000 GMT+0530,1.08581,1.08598,1.08434,1.08447,14768.2305
29.07.2024 13:30:00.000 GMT+0530,1.08445,1.08445,1.08319,1.08323,12698.5098
29.07.2024 14:30:00.000 GMT+0530,1.08324,1.08415,1.08268,1.08373,10015.1797
29.07.2024 15:30:00.000 GMT+0530,1.08373,1.08422,1.08331,1.08360,11118.7305
29.07.2024 16:30:00.000 GMT+0530,1.08359,1.08360,1.08168,1.08180,5013.5
29.07.2024 17:30:00.000 GMT+0530,1.08181,1.08217,1.08152,1.08162,12803.8203
29.07.2024 18:30:00.000 GMT+0530,1.08162,1.08176,1.08111,1.08119,10440.9697
29.07.2024 19:30:00.000 GMT+0530,1.08120,1.08163,1.08030,1.08156,16376.29
29.07.2024 20:30:00.000 GMT+0530,1.08156,1.08240,1.08156,1.08191,6543.54
29.07.2024 21:30:00.000 GMT+0530,1.08191,1.08238,1.08151,1.08216,4134.04
29.07.2024 22:30:00.000 GMT+0530,1.08217,1.08260,1.08196,1.08252,6574.3101
29.07.2024 23:30:00.000 GMT+0530,1.08252,1.08252,1.08196,1.08218,2939.1599
30.07.2024 00:30:00.000 GMT+0530,1.08218,1.08258,1.08218,1.08239,5242.77
30.07.2024 01:30:00.000 GMT+0530,1.08240,1.08240,1.08199,1.08217,3585.8401
30.07.2024 02:30:00.000 GMT+0530,1.08217,1.08249,1.08217,1.08234,614.63
30.07.2024 03:30:00.000 GMT+0530,1.08236,1.08243,1.08220,1.08226,1618.6801
30.07.2024 04:30:00.000 GMT+0530,1.08225,1.08226,1.08184,1.08192,2009
30.07.2024 05:30:00.000 GMT+0530,1.08192,1.08203,1.08156,1.08172,3593.28
30.07.2024 06:30:00.000 GMT+0530,1.08172,1.08202,1.08145,1.08175,6503.5801
30.07.2024 07:30:00.000 GMT+0530,1.08176,1.08187,1.08148,1.08181,2786.46
30.07.2024 08:30:00.000 GMT+0530,1.08181,1.08226,1.08177,1.08223,3119.79
30.07.2024 09:30:00.000 GMT+0530,1.08222,1.08254,1.08221,1.08242,3285.3301
30.07.2024 10:30:00.000 GMT+0530,1.08239,1.08251,1.08192,1.08207,3082.47
30.07.2024 11:30:00.000 GMT+0530,1.08205,1.08248,1.08178,1.08229,8607.1602
30.07.2024 12:30:00.000 GMT+0530,1.08225,1.08269,1.08167,1.08193,8025.04
30.07.2024 13:30:00.000 GMT+0530,1.08192,1.08348,1.08163,1.08291,9553.2998
30.07.2024 14:30:00.000 GMT+0530,1.08290,1.08353,1.08280,1.08319,8070.9702
30.07.2024 15:30:00.000 GMT+0530,1.08320,1.08359,1.08319,1.08335,6785.1001
30.07.2024 16:30:00.000 GMT+0530,1.08335,1.08335,1.08241,1.08247,4304.3799
30.07.2024 17:30:00.000 GMT+0530,1.08245,1.08261,1.08019,1.08021,15874.7002
30.07.2024 18:30:00.000 GMT+0530,1.08020,1.08152,1.08019,1.08112,16105.9004
30.07.2024 19:30:00.000 GMT+0530,1.08107,1.08107,1.07983,1.08053,20173.7695
30.07.2024 20:30:00.000 GMT+0530,1.08053,1.08111,1.07991,1.08089,12293.6699
30.07.2024 21:30:00.000 GMT+0530,1.08090,1.08168,1.08070,1.08139,8740.8301
30.07.2024 22:30:00.000 GMT+0530,1.08140,1.08177,1.08100,1.08144,7063.5801
30.07.2024 23:30:00.000 GMT+0530,1.08144,1.08162,1.08104,1.08114,4470.54
31.07.2024 00:30:00.000 GMT+0530,1.08113,1.08136,1.08095,1.08108,3706.75
31.07.2024 01:30:00.000 GMT+0530,1.08108,1.08158,1.08087,1.08157,3116.76
31.07.2024 02:30:00.000 GMT+0530,1.08162,1.08179,1.08138,1.08150,717.75
31.07.2024 03:30:00.000 GMT+0530,1.08149,1.08170,1.08126,1.08150,3084.6299
31.07.2024 04:30:00.000 GMT+0530,1.08149,1.08181,1.08144,1.08159,3043.4299
31.07.2024 05:30:00.000 GMT+0530,1.08158,1.08202,1.08129,1.08201,5293.7002
31.07.2024 06:30:00.000 GMT+0530,1.08202,1.08245,1.08168,1.08222,10824.0996
31.07.2024 07:30:00.000 GMT+0530,1.08221,1.08284,1.08202,1.08268,10263.1396
31.07.2024 08:30:00.000 GMT+0530,1.08266,1.08304,1.08221,1.08222,7618.5098
31.07.2024 09:30:00.000 GMT+0530,1.08223,1.08261,1.08217,1.08256,12738.5498
31.07.2024 10:30:00.000 GMT+0530,1.08257,1.08270,1.08203,1.08251,8229.1602
31.07.2024 11:30:00.000 GMT+0530,1.08252,1.08257,1.08157,1.08253,18319.9004
31.07.2024 12:30:00.000 GMT+0530,1.08254,1.08255,1.08119,1.08183,25029.7793
31.07.2024 13:30:00.000 GMT+0530,1.08182,1.08277,1.08067,1.08233,13737.1699
31.07.2024 14:30:00.000 GMT+0530,1.08230,1.08279,1.08222,1.08261,9377.9502
31.07.2024 15:30:00.000 GMT+0530,1.08260,1.08355,1.08252,1.08334,9322.4404
31.07.2024 16:30:00.000 GMT+0530,1.08333,1.08403,1.08270,1.08283,6151.6802
31.07.2024 17:30:00.000 GMT+0530,1.08282,1.08482,1.08253,1.08410,19268.2695
31.07.2024 18:30:00.000 GMT+0530,1.08411,1.08496,1.08387,1.08432,12737.2695
31.07.2024 19:30:00.000 GMT+0530,1.08432,1.08469,1.08174,1.08216,28120.6406
31.07.2024 20:30:00.000 GMT+0530,1.08217,1.08280,1.08191,1.08233,19294.5898
31.07.2024 21:30:00.000 GMT+0530,1.08229,1.08233,1.08044,1.08095,11467.4004
31.07.2024 22:30:00.000 GMT+0530,1.08094,1.08170,1.08059,1.08169,12377.6104
31.07.2024 23:30:00.000 GMT+0530,1.08169,1.08294,1.08022,1.08269,32077.6602
01.08.2024 00:30:00.000 GMT+0530,1.08267,1.08331,1.08195,1.08229,15021.75
01.08.2024 01:30:00.000 GMT+0530,1.08229,1.08282,1.08172,1.08262,4836.8501
01.08.2024 02:30:00.000 GMT+0530,1.08264,1.08283,1.08247,1.08278,679.55
01.08.2024 03:30:00.000 GMT+0530,1.08279,1.08311,1.08244,1.08246,1310.3
01.08.2024 04:30:00.000 GMT+0530,1.08249,1.08257,1.08220,1.08240,2700.5601
01.08.2024 05:30:00.000 GMT+0530,1.08239,1.08303,1.08234,1.08279,8463.7402
01.08.2024 06:30:00.000 GMT+0530,1.08279,1.08339,1.08270,1.08278,16194.3398
01.08.2024 07:30:00.000 GMT+0530,1.08277,1.08309,1.08244,1.08264,12899.2998
01.08.2024 08:30:00.000 GMT+0530,1.08263,1.08347,1.08257,1.08330,6524.5498
01.08.2024 09:30:00.000 GMT+0530,1.08329,1.08355,1.08265,1.08269,5608.1802
01.08.2024 10:30:00.000 GMT+0530,1.08270,1.08298,1.08255,1.08275,4074.1299
01.08.2024 11:30:00.000 GMT+0530,1.08271,1.08279,1.08112,1.08163,15005.4102
01.08.2024 12:30:00.000 GMT+0530,1.08164,1.08200,1.07994,1.08013,15174.4805
01.08.2024 13:30:00.000 GMT+0530,1.08012,1.08024,1.07814,1.07845,25409.8398
01.08.2024 14:30:00.000 GMT+0530,1.07845,1.07863,1.07775,1.07779,9958.8799
01.08.2024 15:30:00.000 GMT+0530,1.07782,1.07898,1.07781,1.07844,5818.9902
01.08.2024 16:30:00.000 GMT+0530,1.07846,1.07960,1.07808,1.07920,14588.75
01.08.2024 17:30:00.000 GMT+0530,1.07920,1.08085,1.07872,1.07966,25666.4004
01.08.2024 18:30:00.000 GMT+0530,1.07965,1.08063,1.07874,1.08039,22988.3105
01.08.2024 19:30:00.000 GMT+0530,1.08039,1.08184,1.07874,1.07923,33531.6094
01.08.2024 20:30:00.000 GMT+0530,1.07924,1.07948,1.07837,1.07888,20457.4707
01.08.2024 21:30:00.000 GMT+0530,1.07888,1.07969,1.07805,1.07864,12727.0303
01.08.2024 22:30:00.000 GMT+0530,1.07864,1.07921,1.07850,1.07917,11262.2998
01.08.2024 23:30:00.000 GMT+0530,1.07918,1.07920,1.07830,1.07839,10205.2998
02.08.2024 00:30:00.000 GMT+0530,1.07840,1.07956,1.07827,1.07899,15036.0098
02.08.2024 01:30:00.000 GMT+0530,1.07898,1.07919,1.07867,1.07917,5018.5801
02.08.2024 02:30:00.000 GMT+0530,1.07925,1.07945,1.07910,1.07920,1305.05
02.08.2024 03:30:00.000 GMT+0530,1.07920,1.07936,1.07878,1.07888,4147.0298
02.08.2024 04:30:00.000 GMT+0530,1.07889,1.07921,1.07864,1.07867,3814.01
02.08.2024 05:30:00.000 GMT+0530,1.07866,1.07927,1.07821,1.07911,9772.6904
02.08.2024 06:30:00.000 GMT+0530,1.07911,1.07940,1.07881,1.07910,6129.3701
02.08.2024 07:30:00.000 GMT+0530,1.07911,1.07918,1.07848,1.07904,8446
02.08.2024 08:30:00.000 GMT+0530,1.07903,1.07954,1.07903,1.07933,4482.0801
02.08.2024 09:30:00.000 GMT+0530,1.07933,1.07988,1.07926,1.07977,3584.47
02.08.2024 10:30:00.000 GMT+0530,1.07978,1.08043,1.07957,1.08043,4556.9502
02.08.2024 11:30:00.000 GMT+0530,1.08043,1.08088,1.07931,1.07964,14517.3203
02.08.2024 12:30:00.000 GMT+0530,1.07962,1.08044,1.07863,1.08043,24822.5195
02.08.2024 13:30:00.000 GMT+0530,1.08042,1.08154,1.08033,1.08148,17269.3301
02.08.2024 14:30:00.000 GMT+0530,1.08148,1.08250,1.08148,1.08205,8996.2803
02.08.2024 15:30:00.000 GMT+0530,1.08205,1.08246,1.08157,1.08231,8642.8896
02.08.2024 16:30:00.000 GMT+0530,1.08231,1.08374,1.08231,1.08315,7732.8799
02.08.2024 17:30:00.000 GMT+0530,1.08315,1.08971,1.08294,1.08914,28402.1895
02.08.2024 18:30:00.000 GMT+0530,1.08913,1.09066,1.08847,1.09057,30124.5703
02.08.2024 19:30:00.000 GMT+0530,1.09057,1.09267,1.09003,1.09224,35587.0898
02.08.2024 20:30:00.000 GMT+0530,1.09225,1.09250,1.09124,1.09134,24573.4199
02.08.2024 21:30:00.000 GMT+0530,1.09133,1.09150,1.09034,1.09121,14101.2002
02.08.2024 22:30:00.000 GMT+0530,1.09122,1.09155,1.09073,1.09113,10799.9805
02.08.2024 23:30:00.000 GMT+0530,1.09113,1.09168,1.09102,1.09131,7408.96
03.08.2024 00:30:00.000 GMT+0530,1.09131,1.09167,1.09099,1.09129,8039.4902
03.08.2024 01:30:00.000 GMT+0530,1.09129,1.09151,1.09082,1.09112,5160.6802
05.08.2024 02:30:00.000 GMT+0530,1.09250,1.09250,1.09207,1.09231,631.77
05.08.2024 03:30:00.000 GMT+0530,1.09231,1.09231,1.09030,1.09065,4363.6699
05.08.2024 04:30:00.000 GMT+0530,1.09065,1.09116,1.09045,1.09107,8886.1797
05.08.2024 05:30:00.000 GMT+0530,1.09107,1.09226,1.09071,1.09169,19251.3906
05.08.2024 06:30:00.000 GMT+0530,1.09167,1.09218,1.09121,1.09191,20162.7695
05.08.2024 07:30:00.000 GMT+0530,1.09190,1.09241,1.09132,1.09219,12119.6699
05.08.2024 08:30:00.000 GMT+0530,1.09220,1.09315,1.09211,1.09309,15264.2402
05.08.2024 09:30:00.000 GMT+0530,1.09308,1.09400,1.09279,1.09328,22059.4297
05.08.2024 10:30:00.000 GMT+0530,1.09328,1.09390,1.09123,1.09126,26660.5
05.08.2024 11:30:00.000 GMT+0530,1.09125,1.09180,1.08928,1.09055,52846.5117
05.08.2024 12:30:00.000 GMT+0530,1.09054,1.09672,1.09037,1.09493,56015.0195
05.08.2024 13:30:00.000 GMT+0530,1.09493,1.09751,1.09466,1.09510,35190.4609
05.08.2024 14:30:00.000 GMT+0530,1.09512,1.09611,1.09451,1.09515,23512.9102
05.08.2024 15:30:00.000 GMT+0530,1.09512,1.09516,1.09332,1.09487,19858.0508
05.08.2024 16:30:00.000 GMT+0530,1.09486,1.09649,1.09435,1.09632,20170.6504
05.08.2024 17:30:00.000 GMT+0530,1.09632,1.10089,1.09619,1.09914,33066.8516
05.08.2024 18:30:00.000 GMT+0530,1.09913,1.10035,1.09757,1.09801,44596.6406
05.08.2024 19:30:00.000 GMT+0530,1.09796,1.09802,1.09566,1.09795,39887.2188
05.08.2024 20:30:00.000 GMT+0530,1.09794,1.09866,1.09562,1.09564,33368.2383
05.08.2024 21:30:00.000 GMT+0530,1.09563,1.09612,1.09477,1.09601,37550.8281
05.08.2024 22:30:00.000 GMT+0530,1.09600,1.09646,1.09474,1.09533,18397.5293
05.08.2024 23:30:00.000 GMT+0530,1.09534,1.09576,1.09492,1.09512,16775.6094
06.08.2024 00:30:00.000 GMT+0530,1.09511,1.09590,1.09496,1.09590,12713.4297
06.08.2024 01:30:00.000 GMT+0530,1.09591,1.09605,1.09494,1.09537,3445.2
06.08.2024 02:30:00.000 GMT+0530,1.09534,1.09555,1.09493,1.09551,1016.13
06.08.2024 03:30:00.000 GMT+0530,1.09551,1.09623,1.09530,1.09551,4769.2202
06.08.2024 04:30:00.000 GMT+0530,1.09551,1.09580,1.09500,1.09507,10589.1504
06.08.2024 05:30:00.000 GMT+0530,1.09509,1.09632,1.09440,1.09629,19923.0801
06.08.2024 06:30:00.000 GMT+0530,1.09628,1.09632,1.09502,1.09551,17740.0098
06.08.2024 07:30:00.000 GMT+0530,1.09552,1.09577,1.09519,1.09521,12874.8799
06.08.2024 08:30:00.000 GMT+0530,1.09521,1.09562,1.09516,1.09543,9093.2695
06.08.2024 09:30:00.000 GMT+0530,1.09543,1.09560,1.09498,1.09521,7295.0898
06.08.2024 10:30:00.000 GMT+0530,1.09522,1.09550,1.09450,1.09468,12999.4199
06.08.2024 11:30:00.000 GMT+0530,1.09469,1.09488,1.09346,1.09392,16321.4199
06.08.2024 12:30:00.000 GMT+0530,1.09391,1.09410,1.09221,1.09270,30263.4199
06.08.2024 13:30:00.000 GMT+0530,1.09270,1.09352,1.09186,1.09280,20035.9609
06.08.2024 14:30:00.000 GMT+0530,1.09279,1.09279,1.09077,1.09118,19719.0098
06.08.2024 15:30:00.000 GMT+0530,1.09116,1.09145,1.09043,1.09085,14316.0996
06.08.2024 16:30:00.000 GMT+0530,1.09086,1.09176,1.09039,1.09169,17377.0703
06.08.2024 17:30:00.000 GMT+0530,1.09168,1.09181,1.09048,1.09053,21966.3691
06.08.2024 18:30:00.000 GMT+0530,1.09053,1.09248,1.09053,1.09186,23666.0508
06.08.2024 19:30:00.000 GMT+0530,1.09186,1.09350,1.09153,1.09338,25390.25
06.08.2024 20:30:00.000 GMT+0530,1.09339,1.09342,1.09224,1.09253,18218.0605
06.08.2024 21:30:00.000 GMT+0530,1.09254,1.09324,1.09209,1.09279,17160.25
06.08.2024 22:30:00.000 GMT+0530,1.09278,1.09311,1.09228,1.09261,8570.4697
